"airport_name","city","country","IATA","ICAO","region"
"Aerotortuguero Airport","Roxana","Costa Rica","TTQ","MRAO","America/Costa_Rica"
"Captain Ramon Xatruch Airport","La Palma","Panama","PLP","MPLP","America/Panama"
"Jaqué Airport","Jaqué","Panama","JQE","MPJE","America/Panama"
"Enrique Adolfo Jimenez Airport","Colón","Panama","ONX","MPEJ","America/Panama"
"Alonso Valderrama Airport","Chitré","Panama","CTD","MPCE","America/Panama"
"Lencero Airport","Jalapa","Mexico","JAL","MMJA","America/Mexico_City"
"Guerrero Negro Airport","Guerrero Negro","Mexico","GUB","MMGR","America/Tijuana"
"Ciudad Constitución Airport","Ciudad Constitución","Mexico","CUA","MMDA","America/Mazatlan"
"Captain Rogelio Castillo National Airport","Celaya","Mexico","CYW","MMCY","America/Mexico_City"
"Mili Island Airport","Mili Island","Marshall Islands","MIJ","MLIP","Pacific/Majuro"
"Puerto Lempira Airport","Puerto Lempira","Honduras","PEU","MHPL","America/Tegucigalpa"
"Ahuas Airport","Ahuas","Honduras","AHS","MHAH","America/Tegucigalpa"
"Wotho Island Airport","Wotho Island","Marshall Islands","WTO","","Pacific/Majuro"
"Wotje Atoll Airport","Wotje Atoll","Marshall Islands","WTE","N36","Pacific/Majuro"
"Woja Airport","Majuro Atoll","Marshall Islands","WJA","","Pacific/Majuro"
"Jaluit Airport","Jabor Jaluit Atoll","Marshall Islands","UIT","N55","Pacific/Majuro"
"Rongelap Island Airport","Rongelap Island","Marshall Islands","RNP","","Pacific/Majuro"
"Namorik Atoll Airport","Namorik Atoll","Marshall Islands","NDK","3N0","Pacific/Majuro"
"Majkin Airport","Majkin","Marshall Islands","MJE","","Pacific/Majuro"
"Mejit Atoll Airport","Mejit Atoll","Marshall Islands","MJB","Q30","Pacific/Majuro"
"Maloelap Island Airport","Maloelap Island","Marshall Islands","MAV","","Pacific/Majuro"
"Likiep Airport","Likiep Island","Marshall Islands","LIK","","Pacific/Majuro"
"Kaben Airport","Kaben","Marshall Islands","KBT","","Pacific/Majuro"
"Jeh Airport","Ailinglapalap Atoll","Marshall Islands","JEJ","","Pacific/Majuro"
"Jabot Airport","Ailinglapalap Atoll","Marshall Islands","JAT","","Pacific/Majuro"
"Enyu Airfield","Bikini Atoll","Marshall Islands","BII","","Pacific/Majuro"
"Aur Island Airport","Aur Atoll","Marshall Islands","AUL","","Pacific/Majuro"
"Ailuk Airport","Ailuk Island","Marshall Islands","AIM","","Pacific/Majuro"
"Utirik Airport","Utirik Island","Marshall Islands","UTK","03N","Pacific/Majuro"
"Quezaltenango Airport","Quezaltenango","Guatemala","AAZ","MGQZ","America/Guatemala"
"Puerto Barrios Airport","Puerto Barrios","Guatemala","PBR","MGPB","America/Guatemala"
"Dr Joaquin Balaguer International Airport","La Isabela","Dominican Republic","JBQ","MDJB","America/Santo_Domingo"
"Samaná El Catey International Airport","Samana","Dominican Republic","AZS","MDCY","America/Santo_Domingo"
"Salt Cay Airport","Salt Cay","Turks and Caicos Islands","SLX","MBSY","America/Grand_Turk"
"Middle Caicos Airport","Middle Caicos","Turks and Caicos Islands","MDS","MBMC","America/Grand_Turk"
"JAGS McCartney International Airport","Cockburn Town","Turks and Caicos Islands","GDT","MBGT","America/Grand_Turk"
"Žilina Airport","Žilina","Slovakia","ILZ","LZZI","Europe/Bratislava"
"Ubari Airport","Ubari","Libya","QUB","","Africa/Tripoli"
"Misratah Airport","Misratah","Libya","MRA","","Africa/Tripoli"
"Samsun-Çarşamba Airport","Samsun","Turkey","SZF","LTFH","Europe/Istanbul"
"Balikesir Korfez Airport","Balikesir Korfez","Turkey","EDO","LTFD","Europe/Istanbul"
"Isparta Süleyman Demirel Airport","Isparta","Turkey","ISE","LTFC","Europe/Istanbul"
"Adiyaman Airport","Adiyaman","Turkey","ADF","LTCP","Europe/Istanbul"
"Agri Airport","Agri","Turkey","AJI","LTCO","Europe/Istanbul"
"Kahramanmaras Airport","Kahramanmaras","Turkey","KCM","LTCN","Europe/Istanbul"
"Sanliurfa Airport","Sanliurfa","Turkey","SFQ","LTCH","Europe/Istanbul"
"Kars Airport","Kars","Turkey","KSY","LTCF","Europe/Istanbul"
"Usak Airport","Usak","Turkey","USQ","LTBO","Europe/Istanbul"
"Banja Luka International Airport","Banja Luka","Bosnia and Herzegovina","BNX","LQBK","Europe/Sarajevo"
"Corvo Airport","Corvo","Portugal","CVU","LPCR","Atlantic/Azores"
"Salerno Pontecagnano Airport","Salerno","Italy","QSR","LIRI","Europe/Rome"
"Aosta Airport","Aosta","Italy","AOT","LIMW","Europe/Rome"
"Sármellék International Airport","Sármellék","Hungary","SOB","LHSM","Europe/Budapest"
"Győr-Pér International Airport","Győr","Hungary","QGY","LHPR","Europe/Budapest"
"Pécs-Pogány Airport","Pécs-Pogány","Hungary","PEV","LHPP","Europe/Budapest"
"Syros Airport","Syros Island","Greece","JSY","LGSO","Europe/Athens"
"La Môle Airport","La Môle","France","LTT","LFTZ","Europe/Paris"
"EuroAirport","Mulhouse","France","EAP",NA,"Europe/Paris"
"Tekapo","Lake Tekapo","New Zealand",NA,"NZTL","Pacific/Auckland"
"Angers-Loire Airport","Angers/Marcé","France","ANE","LFJR","Europe/Paris"
"Île d'Yeu Airport","Île d'Yeu","France","IDY","LFEY","Europe/Paris"
"Logroño-Agoncillo Airport","Logroño-Agoncillo","Spain","RJL","LELO","Europe/Madrid"
"Ercan International Airport","Nicosia","Cyprus","ECN","LCEN","Asia/Nicosia"
"Yakima Air Terminal McAllister Field","Yakima","United States","YKM","KYKM","America/Los_Angeles"
"Kiwayu (Mkononi) Airport","Kiwayu","Kenya","KWY","","Africa/Nairobi"
"Worland Municipal Airport","Worland","United States","WRL","KWRL","America/Denver"
"Valdosta Regional Airport","Valdosta","United States","VLD","KVLD","America/New_York"
"Victoria Regional Airport","Victoria","United States","VCT","KVCT","America/Chicago"
"Quincy Regional Baldwin Field","Quincy","United States","UIN","KUIN","America/Chicago"
"Tupelo Regional Airport","Tupelo","United States","TUP","KTUP","America/Chicago"
"Santa Maria Pub Cpt G Allan Hancock Airport","Santa Maria","United States","SMX","KSMX","America/Los_Angeles"
"Salina Municipal Airport","Salina","United States","SLN","KSLN","America/Chicago"
"Adirondack Regional Airport","Saranac Lake","United States","SLK","KSLK","America/New_York"
"Sheridan County Airport","Sheridan","United States","SHR","KSHR","America/Denver"
"San Luis County Regional Airport","San Luis Obispo","United States","SBP","KSBP","America/Los_Angeles"
"Rutland State Airport","Rutland","United States","RUT","KRUT","America/New_York"
"Rock Springs Sweetwater County Airport","Rock Springs","United States","RKS","KRKS","America/Denver"
"Rhinelander Oneida County Airport","Rhinelander","United States","RHI","KRHI","America/Chicago"
"Reading Regional Carl A Spaatz Field","Reading","United States","RDG","KRDG","America/New_York"
"Pease International Tradeport","Portsmouth","United States","PSM","KPSM","America/New_York"
"Pellston Regional Airport of Emmet County Airport","Pellston","United States","PLN","KPLN","America/New_York"
"Pierre Regional Airport","Pierre","United States","PIR","KPIR","America/Chicago"
"Pocatello Regional Airport","Pocatello","United States","PIH","KPIH","America/Denver"
"Hattiesburg Laurel Regional Airport","Hattiesburg/Laurel","United States","PIB","KPIB","America/Chicago"
"Owensboro Daviess County Airport","Owensboro","United States","OWB","KOWB","America/Chicago"
"Southwest Oregon Regional Airport","North Bend","United States","OTH","KOTH","America/Los_Angeles"
"Northwest Alabama Regional Airport","Muscle Shoals","United States","MSL","KMSL","America/Chicago"
"Frank Wiley Field","Miles City","United States","MLS","KMLS","America/Denver"
"Muskegon County Airport","Muskegon","United States","MKG","KMKG","America/New_York"
"Lynchburg Regional Preston Glenn Field","Lynchburg","United States","LYH","KLYH","America/New_York"
"Lewistown Municipal Airport","Lewistown","United States","LWT","KLWT","America/Denver"
"Lancaster Airport","Lancaster","United States","LNS","KLNS","America/New_York"
"Klamath Falls Airport","Klamath Falls","United States","LMT","KLMT","America/Los_Angeles"
"Lebanon Municipal Airport","Lebanon","United States","LEB","KLEB","America/New_York"
"North Platte Regional Airport Lee Bird Field","North Platte","United States","LBF","KLBF","America/Chicago"
"Arnold Palmer Regional Airport","Latrobe","United States","LBE","KLBE","America/New_York"
"Laramie Regional Airport","Laramie","United States","LAR","KLAR","America/Denver"
"Jamestown Regional Airport","Jamestown","United States","JMS","KJMS","America/Chicago"
"Kirksville Regional Airport","Kirksville","United States","IRK","KIRK","America/Chicago"
"Kili Airport","Kili Island","Marshall Islands","KIO","Q51","Pacific/Majuro"
"Tri State Milton J Ferguson Field","Huntington","United States","HTS","KHTS","America/New_York"
"Memorial Field","Hot Springs","United States","HOT","KHOT","America/Chicago"
"Central Nebraska Regional Airport","Grand Island","United States","GRI","KGRI","America/Chicago"
"Wokal Field Glasgow International Airport","Glasgow","United States","GGW","KGGW","America/Denver"
"Fayetteville Regional Grannis Field","Fayetteville","United States","FAY","KFAY","America/New_York"
"New Bedford Regional Airport","New Bedford","United States","EWB","KEWB","America/New_York"
"Elko Regional Airport","Elko","United States","EKO","KEKO","America/Los_Angeles"
"Chippewa Valley Regional Airport","Eau Claire","United States","EAU","KEAU","America/Chicago"
"DuBois Regional Airport","Du Bois","United States","DUJ","KDUJ","America/New_York"
"Dodge City Regional Airport","Dodge City","United States","DDC","KDDC","America/Chicago"
"Houghton County Memorial Airport","Hancock","United States","CMX","KCMX","America/New_York"
"William R Fairchild International Airport","Port Angeles","United States","CLM","KCLM","America/Los_Angeles"
"Harrison Marion Regional Airport","Clarksburg","United States","CKB","KCKB","America/New_York"
"Chippewa County International Airport","Sault Ste Marie","United States","CIU","KCIU","America/New_York"
"Cape Girardeau Regional Airport","Cape Girardeau","United States","CGI","KCGI","America/Chicago"
"Del Norte County Airport","Crescent City","United States","CEC","KCEC","America/Los_Angeles"
"Southeast Iowa Regional Airport","Burlington","United States","BRL","KBRL","America/Chicago"
"Brunswick Golden Isles Airport","Brunswick","United States","BQK","KBQK","America/New_York"
"Raleigh County Memorial Airport","Beckley","United States","BKW","KBKW","America/New_York"
"Western Nebraska Regional Airport","Scottsbluff","United States","BFF","KBFF","America/Denver"
"Bradford Regional Airport","Bradford","United States","BFD","KBFD","America/New_York"
"Watertown Regional Airport","Watertown","United States","ATY","KATY","America/Chicago"
"Alpena County Regional Airport","Alpena","United States","APN","KAPN","America/New_York"
"Walla Walla Regional Airport","Walla Walla","United States","ALW","KALW","America/Los_Angeles"
"Waterloo Regional Airport","Waterloo","United States","ALO","KALO","America/Chicago"
"Alamogordo White Sands Regional Airport","Alamogordo","United States","ALM","KALM","America/Denver"
"Athens Ben Epps Airport","Athens","United States","AHN","KAHN","America/New_York"
"Southwest Georgia Regional Airport","Albany","United States","ABY","KABY","America/New_York"
"Aberdeen Regional Airport","Aberdeen","United States","ABR","KABR","America/Chicago"
"San Domino Island Heliport","Tremiti Islands","Italy","TQR","","Europe/Rome"
"Gheshm Airport","Gheshm","Iran","GSM","","Asia/Tehran"
"Diu Airport","Diu","India","DIU","VA1P","Asia/Calcutta"
"Gulu Airport","Gulu","Uganda","ULU","HUGU","Africa/Kampala"
"Arua Airport","Arua","Uganda","RUA","HUAR","Africa/Kampala"
"Tabora Airport","Tabora","Tanzania","TBO","HTTB","Africa/Dar_es_Salaam"
"Shinyanga Airport","Shinyanga","Tanzania","SHY","HTSY","Africa/Dar_es_Salaam"
"Musoma Airport","Musoma","Tanzania","MUZ","HTMU","Africa/Dar_es_Salaam"
"Kikwetu Airport","Lindi","Tanzania","LDI","HTLI","Africa/Dar_es_Salaam"
"Kigoma Airport","Kigoma","Tanzania","TKQ","HTKA","Africa/Dar_es_Salaam"
"Bukoba Airport","Bukoba","Tanzania","BKZ","HTBU","Africa/Dar_es_Salaam"
"Port Sudan New International Airport","Port Sudan","Sudan","PZU","HSPN","Africa/Khartoum"
"Nyala Airport","Nyala","Sudan","UYL","HSNN","Africa/Khartoum"
"Atbara Airport","Atbara","Sudan","ATB","HSAT","Africa/Khartoum"
"La Abraq Airport","Al Bayda'","Libya","LAQ","HLLQ","Africa/Tripoli"
"Mitiga Airport","Tripoli","Libya","MJI","HLLM","Africa/Tripoli"
"Gamal Abdel Nasser Airport","Tobruk","Libya","TOB","HLGN","Africa/Tripoli"
"Gardabya Airport","Sirt","Libya","SRX","HLGD","Africa/Tripoli"
"Nanyuki Civil Airport","Nanyuki","Kenya","NYK","HKNY","Africa/Nairobi"
"Malindi Airport","Malindi","Kenya","MYD","HKML","Africa/Nairobi"
"Lokichoggio Airport","Lokichoggio","Kenya","LKG","HKLK","Africa/Nairobi"
"Amboseli Airport","Amboseli National Park","Kenya","ASV","HKAM","Africa/Nairobi"
"Asyut International Airport","Asyut","Egypt","ATZ","HEAT","Africa/Cairo"
"El Arish International Airport","El Arish","Egypt","AAC","HEAR","Africa/Cairo"
"Burao Airport","Burao","Somalia","BUO","HCMV","Africa/Mogadishu"
"Galcaio Airport","Galcaio","Somalia","GLK","HCMR","Africa/Mogadishu"
"Aden Adde International Airport","Mogadishu","Somalia","MGQ","HCMM","Africa/Mogadishu"
"Bosaso Airport","Bosaso","Somalia","BSA","HCMF","Africa/Mogadishu"
"Alula Airport","Alula","Somalia","ALU","HCMA","Africa/Mogadishu"
"Tippi Airport","Tippi","Ethiopia","TIE","HATP","Africa/Addis_Ababa"
"Mizan Teferi Airport","Mizan Teferi","Ethiopia","MTF","HAMT","Africa/Addis_Ababa"
"Kabri Dehar Airport","Kabri Dehar","Ethiopia","ABK","HAKD","Africa/Addis_Ababa"
"Gore Airport","Gore","Ethiopia","GOR","HAGR","Africa/Addis_Ababa"
"Gode Airport","Gode","Ethiopia","GDE","HAGO","Africa/Addis_Ababa"
"Dembidollo Airport","Dembidollo","Ethiopia","DEM","HADD","Africa/Addis_Ababa"
"Combolcha Airport","Dessie","Ethiopia","DSE","HADC","Africa/Addis_Ababa"
"Beica Airport","Beica","Ethiopia","BEI","HABE","Africa/Addis_Ababa"
"Baco Airport","Baco","Ethiopia","BCO","HABC","Africa/Addis_Ababa"
"Sao Filipe Airport","Sao Filipe, Fogo Island","Cape Verde","SFL","GVSF","Atlantic/Cape_Verde"
"Praia International Airport","Praia, Santiago Island","Cape Verde","RAI","GVNP","Atlantic/Cape_Verde"
"El Aroui Airport","El Aroui","Morocco","NDR","GMMW","Africa/Casablanca"
"Hassan I Airport","El Aaiún","Western Sahara","EUN","GMML","Africa/El_Aaiun"
"Mogador Airport","Essadouira","Morocco","ESU","GMMI","Africa/Casablanca"
"Dakhla Airport","Dakhla","Western Sahara","VIL","GMMH","Africa/El_Aaiun"
"Smara Airport","Smara","Western Sahara","SMW","GMMA","Africa/El_Aaiun"
"Iginniarfik Heliport","Iginniarfik","Greenland","QFI","","America/Godthab"
"Akunnaaq Heliport","Akunnaaq","Greenland","QCU","","America/Godthab"
"Groennedal Heliport","Groennedal","Greenland","JGR","","America/Godthab"
"Osvaldo Vieira International Airport","Bissau","Guinea-Bissau","OXB","GGOV","Africa/Bissau"
"Kenema Airport","Kenema","Sierra Leone","KEN","GFKE","Africa/Freetown"
"Bo Airport","Bo","Sierra Leone","KBS","GFBO","Africa/Freetown"
"Sherbro International Airport","Bonthe","Sierra Leone","BTE","GFBN","Africa/Freetown"
"Ceuta Heliport","Ceuta","Spain","JCU","GECT","Europe/Madrid"
"Lauriston Airport","Carriacou Island","Grenada","CRU","","America/Grenada"
"La Gomera Airport","La Gomera","Spain","GMZ","GCGM","Atlantic/Canary"
"Papa Stour Airport","Papa Stour","United Kingdom","PSV","","Europe/London"
"Outer Skerries Airport","Outer Skerries","United Kingdom","OUK","","Europe/London"
"Foula Airport","Foula","United Kingdom","FOA","","Europe/London"
"Gamba","Gamba","Gabon","GAX","","Africa/Libreville"
"Ilebo Airport","Ilebo","Congo (Kinshasa)","PFR","FZVS","Africa/Lubumbashi"
"Lodja Airport","Lodja","Congo (Kinshasa)","LJA","FZVA","Africa/Lubumbashi"
"Tshikapa Airport","Tshikapa","Congo (Kinshasa)","TSH","FZUK","Africa/Lubumbashi"
"Basankusu Airport","Basankusu","Congo (Kinshasa)","BSU","FZEN","Africa/Kinshasa"
"Basango Mboliasa Airport","Kiri","Congo (Kinshasa)","KRZ","FZBT","Africa/Kinshasa"
"Nioki Airport","Nioki","Congo (Kinshasa)","NIO","FZBI","Africa/Kinshasa"
"Inongo Airport","Inongo","Congo (Kinshasa)","INO","FZBA","Africa/Kinshasa"
"Tshimpi Airport","Matadi","Congo (Kinshasa)","MAT","FZAM","Africa/Kinshasa"
"Boma Airport","Boma","Congo (Kinshasa)","BOA","FZAJ","Africa/Kinshasa"
"Eros Airport","Windhoek","Namibia","ERS","FYWE","Africa/Windhoek"
"Swakopmund Airport","Swakopmund","Namibia","SWP","FYSM","Africa/Windhoek"
"Oranjemund Airport","Oranjemund","Namibia","OMD","FYOG","Africa/Windhoek"
"Ondangwa Airport","Ondangwa","Namibia","OND","FYOA","Africa/Windhoek"
"Luderitz Airport","Luderitz","Namibia","LUD","FYLZ","Africa/Windhoek"
"Club Makokola Airport","Club Makokola","Malawi","CMK","FWCM","Africa/Blantyre"
"Sarh Airport","Sarh","Chad","SRH","FTTA","Africa/Ndjamena"
"Croisette Heliport","Cannes","France","JCA","","Europe/Paris"
"Chimoio Airport","Chimoio","Mozambique","VPY","FQCH","Africa/Maputo"
"Tchibanga Airport","Tchibanga","Gabon","TCH","FOOT","Africa/Libreville"
"Mouilla Ville Airport","Mouila","Gabon","MJL","FOGM","Africa/Libreville"
"Koulamoutou Airport","Koulamoutou","Gabon","KOU","FOGK","Africa/Libreville"
"Namibe Airport","Mocamedes","Angola","MSZ","FNMO","Africa/Luanda"
"Ondjiva Pereira Airport","Ondjiva","Angola","VPE","FNGI","Africa/Luanda"
"Dundo Airport","Dundo","Angola","DUE","FNDU","Africa/Luanda"
"Catumbela Airport","Catumbela","Angola","CBT","FNCT","Africa/Luanda"
"Manja Airport","Manja","Madagascar","MJA","FMSJ","Indian/Antananarivo"
"Mandritsara Airport","Mandritsara","Madagascar","WMA","FMNX","Indian/Antananarivo"
"Tsaratanana Airport","Tsaratanana","Madagascar","TTS","FMNT","Indian/Antananarivo"
"Mampikony Airport","Mampikony","Madagascar","WMP","FMNP","Indian/Antananarivo"
"Soalala Airport","Soalala","Madagascar","DWB","FMNO","Indian/Antananarivo"
"Ambanja Airport","Ambanja","Madagascar","IVA","FMNJ","Indian/Antananarivo"
"Port Bergé Airport","Port Bergé","Madagascar","WPB","FMNG","Indian/Antananarivo"
"Ambatondrazaka Airport","Ambatondrazaka","Madagascar","WAM","FMMZ","Indian/Antananarivo"
"Tsiroanomandidy Airport","Tsiroanomandidy","Madagascar","WTS","FMMX","Indian/Antananarivo"
"Tambohorano Airport","Tambohorano","Madagascar","WTA","FMMU","Indian/Antananarivo"
"Morafenobe Airport","Morafenobe","Madagascar","TVA","FMMR","Indian/Antananarivo"
"Maintirano Airport","Maintirano","Madagascar","MXT","FMMO","Indian/Antananarivo"
"Belo sur Tsiribihina Airport","Belo sur Tsiribihina","Madagascar","BMD","FMML","Indian/Antananarivo"
"Ankavandra Airport","Ankavandra","Madagascar","JVA","FMMK","Indian/Antananarivo"
"Antsalova Airport","Antsalova","Madagascar","WAQ","FMMG","Indian/Antananarivo"
"Iconi Airport","Moroni","Comoros","YVA","FMCN","Indian/Comoro"
"Solwesi Airport","Solwesi","Zambia","SLI","FLSW","Africa/Lusaka"
"Chipata Airport","Chipata","Zambia","CIP","FLCP","Africa/Lusaka"
"Loubomo Airport","Loubomo","Congo (Brazzaville)","DIS","FCPL","Africa/Brazzaville"
"Limpopo Valley Airport","Tuli Lodge","Botswana","TLD","FBTL","Africa/Gaborone"
"Shakawe Airport","Shakawe","Botswana","SWX","FBSW","Africa/Gaborone"
"Orapa Airport","Orapa","Botswana","ORP","FBOR","Africa/Gaborone"
"Ghanzi Airport","Ghanzi","Botswana","GNZ","FBGZ","Africa/Gaborone"
"Mmabatho International Airport","Mafeking","South Africa","MBD","FAMM","Africa/Johannesburg"
"Malamala Airport","Malamala","South Africa","AAM","FAMD","Africa/Johannesburg"
"Kruger Mpumalanga International Airport","Mpumalanga","South Africa","MQP","FAKN","Africa/Johannesburg"
"Rand Airport","Johannesburg","South Africa","QRA","FAGM","Africa/Johannesburg"
"Ventspils International Airport","Ventspils","Latvia","VTS","EVVA","Europe/Riga"
"Shire Inda Selassie Airport","Shire Indasilase","Ethiopia","SHC","","Africa/Addis_Ababa"
"Shilavo Airport","Shilavo","Ethiopia","HIL","","Africa/Addis_Ababa"
"Hemavan Airport","Hemavan","Sweden","HMV","ESUT","Europe/Stockholm"
"Storuman Airport","Mohed","Sweden","SQO","ESUD","Europe/Stockholm"
"Ängelholm-Helsingborg Airport","Ängelholm","Sweden","AGH","ESTA","Europe/Stockholm"
"Torsby Airport","Torsby","Sweden","TYF","ESST","Europe/Stockholm"
"Karlstad Airport","Karlstad","Sweden","KSD","ESOK","Europe/Stockholm"
"Hagfors Airport","Hagfors","Sweden","HFS","ESOH","Europe/Stockholm"
"Östersund Airport","Östersund","Sweden","OSD","ESNZ","Europe/Stockholm"
