"airport_name","city","country","IATA","ICAO","region"
"Kitgum Airport","Kitgum","Uganda",NA,"HUKT","Africa/Kampala"
"Pakuba Airport","Pakuba","Uganda","PAF","HUPA","Africa/Kampala"
"Svea Airport","Sveagruva","Svalbard",NA,"ENSA","Arctic/Longyearbyen"
"Ny-Alesund Airport","Ny-Alesund","Svalbard",NA,"ENAS","Arctic/Longyearbyen"
"Hatay Airport","Hatay","Turkey","HTY","LTDA","Europe/Istanbul"
"Kihnu Airfield","Kihnu","Estonia",NA,"EEKU","Europe/Tallinn"
"Ruhnu Airfield","Ruhnu","Estonia",NA,"EERU","Europe/Tallinn"
"Raivavae Airport","Raivavae","French Polynesia","RVV","NTAV","Pacific/Tahiti"
"Foshan","Foshan","China","FUO",NA,"Asia/Chongqing"
"Huizhou","Huizhou","China","HUZ",NA,"Asia/Chongqing"
"Lleida-Alguaire Airport","Lleida","Spain","ILD","LEDA","Europe/Madrid"
"Aeropuerto Capitan Fuentes Martinez","Porvenir","Chile","WPR",NA,"America/Santiago"
"Ouessant Airport","Ouessant","France",NA,"LFEC","Europe/Paris"
"Central Railway Station","Montreal","Canada","YMY",NA,"America/Toronto"
"Union Station","Toronto","Canada","YBZ",NA,"America/Toronto"
"Bildudalur Airport","Bildudalur","Iceland","BIU","BIBD","Atlantic/Reykjavik"
"Gjogur Airport","Gjogur","Iceland","GJR","BIGJ","Atlantic/Reykjavik"
"Saudarkrokur","Saudarkrokur","Iceland","SAK","BIKR","Atlantic/Reykjavik"
"Selfoss Airport","Selfoss","Iceland",NA,"BISF","Atlantic/Reykjavik"
"Inishmaan Aerodrome","Inishmaan","Ireland","IIA","EIMN","Europe/Dublin"
"Taldykorgan Airport","Taldykorgan","Kazakhstan","TDK","UAAT","Asia/Qyzylorda"
"Olgii Airport","Olgii","Mongolia","ULG","ZMUL","Asia/Hovd"
"Lille","Lille","France","XDB",NA,"Europe/Paris"
"Qurghonteppa International Airport","Kurgan Tyube","Tajikistan",NA,"UTDT","Asia/Dushanbe"
"Vologda Airport","Vologda","Russia","VGD","ULWW","Europe/Moscow"
"Severo-Evensk Airport","Evensk","Russia",NA,"UHMW","Asia/Magadan"
"Olenyok Airport","Olenyok","Russia",NA,"UERO","Asia/Yakutsk"
"Saskylakh Airport","Saskylakh","Russia",NA,"UERS","Asia/Yakutsk"
"Burevestnik Airport","Iturup Island","Russia","BVV",NA,"Asia/Vladivostok"
"Okha Airport","Okha","Russia","OHH",NA,"Asia/Vladivostok"
"Leshukonskoye Airport","Arkhangelsk","Russia","LDG","ULAL","Europe/Moscow"
"Nizhneangarsk Airport","Nizhneangarsk","Russia",NA,"UIUN","Asia/Irkutsk"
"Vanavara Airport","Vanavara","Russia",NA,"UNIW","Asia/Krasnoyarsk"
"Aykhal Airport","Aykhal","Russia",NA,"UERA","Asia/Yakutsk"
"Uktus Airport","Yekaterinburg","Russia",NA,"USSK","Asia/Yekaterinburg"
"Baykit Airport","Baykit","Russia",NA,"UNIB","Asia/Krasnoyarsk"
"Biysk Airport","Biysk","Russia",NA,"UNBI","Asia/Omsk"
"Huesca-Pirineos Airport","Huesca","Spain","HSK","LEHC","Europe/Madrid"
"Ciudad Real Central Airport","Ciudad Real","Spain","CQM","LERL","Europe/Madrid"
"Al Najaf International Airport","Najaf","Iraq","NJF","ORNI","Asia/Baghdad"
"Hilversum Railway Station","Hilversum","Netherlands","QYI",NA,"Europe/Amsterdam"
"Colonsay Airport","Colonsay","United Kingdom","CSA","EGEY","Europe/London"
"Coll Airport","Coll","United Kingdom","COL",NA,"Europe/London"
"Rock Hill York Co Bryant Airport","Rock Hill","United States","RKH","KUZA","America/New_York"
"Allegheny County Airport","Pittsburgh","United States","AGC","KAGC","America/New_York"
"Cecil Field","Jacksonville","United States","NZC","KVQQ","America/New_York"
"Fulton County Airport Brown Field","Atlanta","United States","FTY","KFTY","America/New_York"
"Tresco Heliport","Tresco","United Kingdom","TSO","EGHT","Europe/London"
"Tarin Kowt Airport","Tarin Kowt","Afghanistan","TII","OATN","Asia/Kabul"
"Zaranj Airport","Zaranj","Afghanistan","ZAJ","OAZJ","Asia/Kabul"
"Chaghcharan Airport","Chaghcharan","Afghanistan","CCN","OACC","Asia/Kabul"
"Fuyang Airport","Fuyang","China","FUG","ZSFY","Asia/Chongqing"
"Longyan Airport","Longyan","China","LCX",NA,"Asia/Chongqing"
"Baoshan Airport","Baoshan","China","BSD","ZPBS","Asia/Chongqing"
"Xingyi Airport","Xingyi","China","ACX",NA,"Asia/Chongqing"
"Macau Ferry Pier","Macau","Macau","XZM",NA,"Asia/Macau"
"Liping Airport","Liping","China","HZH",NA,"Asia/Chongqing"
"Ocean Isle Beach Airport","Ocean Isle Beach","United States","60J",NA,"America/New_York"
"Stepanakert","Stepanakert","Azerbaijan",NA,"UB13","Asia/Baku"
"Ohio State University Airport","Columbus","United States","OSU","KOSU","America/New_York"
"Rio Sidra","Rio Sidra","Panama","RSI",NA,"America/Panama"
"Addison","Addison","United States","ADS","KADS","America/Chicago"
"Destin","Destin","United States","DTS","KDTS","America/Chicago"
"Fort Jefferson","Fort Jefferson - Dry Tortugas","United States","RBN",NA,"America/New_York"
"Chernobayevka Airport","Kherson","Ukraine","KHE","UKOH","Europe/Kiev"
"Ryans Creek Aerodrome","Stewart Island","New Zealand","SZS","NZRC","Pacific/Auckland"
"Assumption Island","Assumption Island","Seychelles",NA,"FSAS","Indian/Mahe"
"Zhijiang Airport","Zhijiang","China","HJJ",NA,"Asia/Chongqing"
"Yarmouth Airport","Yarmouth","Canada","YQI","CYQI","America/Halifax"
"Kinston Regional Jetport","Kinston","United States","ISO","KISO","America/New_York"
"First Flight Airport","Kill Devil Hills","United States","FFA","KFFA","America/New_York"
"Lincang Airport","Lincang","China","LNJ","ZPLC","Asia/Chongqing"
"Wenshan Airport","Wenshan","China","WNH",NA,"Asia/Chongqing"
"Ponta Pelada Airport","Manaus","Brazil","PLL",NA,"America/Boa_Vista"
"Sao Gabriel da Cachoeira Airport","Sao Gabriel da Cachoeira","Brazil","SJL",NA,"America/Boa_Vista"
"Maturaca","Maturaca","Brazil",NA,"SWMK","America/Boa_Vista"
"Carajas Airport","Parauapebas","Brazil","CKS","SBCJ","America/Boa_Vista"
"Centro de Lancamento de Alcantara","Alcantara","Brazil",NA,"SNCW","America/Fortaleza"
"Cachimbo","Itaituba","Brazil","ITB",NA,"America/Boa_Vista"
"Latur Airport","Latur","India","LTU",NA,"Asia/Calcutta"
"Matak Airport","Anambas Islands","Indonesia","MWK","WIOM","\N"
"Mainz Finthen","Mainz","Germany","QFZ",NA,"\N"
"Wuerzburg","Wuerzburg","Germany",NA,"EDFW","Europe/Berlin"
"Mainz","Mainz","Germany","QMZ",NA,"Europe/Berlin"
"Berlin Gatow","Berlin","Germany","GWW",NA,"Europe/Berlin"
"Rheine Bentlage","Rheine","Germany","ZPQ",NA,"Europe/Berlin"
"Sao Jacinto","Aveiro","Portugal",NA,"LPAV","Europe/Lisbon"
"Tana Toraja Airport","Toraja","Indonesia","TTR",NA,"Asia/Makassar"
"Hopsten Air Base","Hopsten","Germany",NA,"ETNP","Europe/Berlin"
"Jose Aponte De La Torre Airport","Ceiba","Puerto Rico",NA,"TJNR","America/Puerto_Rico"
"Persian Gulf Airport","Khalije Fars","Iran","PGU","OIBP","Asia/Tehran"
"Yasuj Airport","Yasuj","Iran","YES","OISY","Asia/Tehran"
"Mosul International Airport","Mosul","Iraq","OSB","ORBM","Asia/Baghdad"
"Tajima Airport","Toyooka","Japan","TJH","RJBT","Asia/Tokyo"
"Amakusa Airfield","Amakusa","Japan","AXJ","RJDA","Asia/Tokyo"
"Kikai Airport","Kikai","Japan","KKX","RJKI","Asia/Tokyo"
"Aguni Airport","Aguni","Japan","AGJ","RORA","Asia/Tokyo"
"Haeju Airport","Haeju","North Korea","HAE",NA,"Asia/Pyongyang"
"Layang Layang Airport","Layang Layang Atoll","Malaysia","LAC",NA,"\N"
"Donoi Airport","Uliastai","Mongolia",NA,"ZMDN","Asia/Ulaanbaatar"
"Bulgan Airport","Bulgan","Mongolia","UGA","ZMBN","Asia/Ulaanbaatar"
"Ulaangom Airport","Ulaangom","Mongolia","ULO","ZMUG","Asia/Hovd"
"Borongan Airport","Borongan","Philippines","BPR","RPVW","Asia/Manila"
"Lubang Community Airport","Lubang","Philippines","LBX","RPLU","Asia/Manila"
"Bentota Airport","Bentota","Sri Lanka","BJT",NA,"Asia/Colombo"
"Dickwella Airport","Dickwella","Sri Lanka","DIW",NA,"Asia/Colombo"
"Kulob Airport","Kulyab","Tajikistan","TJU","UTDK","Asia/Dushanbe"
"Cimei Airport","Cimei","Taiwan","CMJ","RCCM","Asia/Taipei"
"Dasoguz Airport","Dasoguz","Turkmenistan","TAZ","UTAT","Asia/Ashgabat"
"Barrow Island Airport","Barrow Island","Australia","BWB","YBWX","Australia/Perth"
"Morawa Airport","Morawa","Australia","MWB",NA,"Australia/Perth"
"Exmouth Airport","Exmouth","Australia","EXM",NA,"Australia/Perth"
"Derby Airport","Derby","Australia","DRB","YDBY","Australia/Perth"
"Walgett Airport","Walgett","Australia","WGE","YWLG","Australia/Sydney"
"Bathurst Island Airport","Bathurst Island","Australia","BRT","YBTI","Australia/Darwin"
"Dunk Island Airport","Dunk Island","Australia","DKI","YDKI","Australia/Brisbane"
"Lizard Island Airport","Lizard Island","Australia","LZR","YLZI","Australia/Brisbane"
"Hamilton Airport","Hamilton","Australia","HLT","YHML","Australia/Hobart"
"Halls Creek Airport","Halls Creek","Australia","HCQ","YHLC","Australia/Perth"
"Fitzroy Crossing Airport","Fitzroy Crossing","Australia","FIZ","YFTZ","Australia/Perth"
"Ravensthorpe Airport","Ravensthorpe","Australia","RVT","YNRV","Australia/Perth"
"Wilkins Runway","Budd Coast","Antarctica",NA,"YWKS","Antarctica/South_Pole"
"Provo Municipal Airport","Provo","United States","PVU","KPVU","America/Denver"
"Steamboat Springs Airport-Bob Adams Field","Steamboat Springs","United States","SBS","KSBS","America/Denver"
"Delta Municipal Airport","Delta","United States","DTA","KDTA","America/Denver"
"Richfield Minicipal Airport","Richfield","United States","RIF","KRIF","America/Denver"
"Carbon County Regional-Buck Davis Field","Price","United States","PUC","KPUC","America/Denver"
"Los Alamos Airport","Los Alamos","United States","LAM","KLAM","America/Denver"
"Borrego Valley Airport","Borrego Springs","United States","BXS","KBXS","America/Los_Angeles"
"Lake Havasu City Airport","Lake Havasu City","United States","HII","KHII","America/Phoenix"
"Winslow-Lindbergh Regional Airport","Winslow","United States","INW","KINW","America/Phoenix"
"Douglas Municipal Airport","Douglas","United States","DGL","KDGL","America/Phoenix"
"Marakei Airport","Marakei","Kiribati","MZK","NGMK","Pacific/Tarawa"
"Abemama Atoll Airport","Abemama","Kiribati","AEA","NGTB","Pacific/Tarawa"
"Aranuka Airport","Buariki","Kiribati","AAK","NGUK","\N"
"Kuria Airport","Kuria","Kiribati","KUC","NGKT","\N"
"Arorae Island Airport","Arorae","Kiribati","AIS","NGTR","\N"
"Tamana Airport","Tamana","Kiribati","TMN","NGTM","Pacific/Tarawa"
"Beru Island Airport","Beru Island","Kiribati","BEZ","NGBR","\N"
"Nikunau Airport","Nikunau","Kiribati","NIG","NGNU","Pacific/Tarawa"
"Butaritari Atoll Airport","Butaritari","Kiribati","BBG","NGTU","Pacific/Tarawa"
"Makin Airport","Makin","Kiribati","MTK","NGMN","Pacific/Tarawa"
"Maiana Airport","Maiana","Kiribati","MNK","NGMA","\N"
"Nonouti Airport","Nonouti","Kiribati","NON","NGTO","\N"
"Tabiteuea South Airport","Tabiteuea","Kiribati","TSU","NGTS","\N"
"Bosset Airport","Bosset","Papua New Guinea","BOT",NA,"Pacific/Port_Moresby"
"Ine Airport","Ine","Marshall Islands","IMI",NA,"Pacific/Majuro"
"Tinak Airport","Tinak","Marshall Islands","TIC",NA,"Pacific/Majuro"
"Elenak Airport","Elenak","Marshall Islands","EAL",NA,"Pacific/Majuro"
"Lae Airport","Lae","Marshall Islands","LML",NA,"Pacific/Majuro"
"Airok Airport","Airok","Marshall Islands","AIC",NA,"Pacific/Majuro"
"Enejit Airport","Enejit","Marshall Islands","EJT",NA,"Pacific/Majuro"
"Whitianga Airport","Whitianga","New Zealand","WTZ","NZWT","Pacific/Auckland"
"Takaka Aerodrome","Takaka","New Zealand","KTF","NZTK","Pacific/Auckland"
"Peleliu Airfield","Peleliu","Palau","C23",NA,"Pacific/Palau"
"Asau Airport","Savai\\'i","Samoa","AAU",NA,"Pacific/Apia"
"Afutara Airport","Afutara","Solomon Islands","AFT","AGAF","Pacific/Guadalcanal"
"Ulawa Airport","Ulawa","Solomon Islands","RNA","AGAR","Pacific/Guadalcanal"
"Choiseul Bay Airport","Choiseul Bay","Solomon Islands","CHY","AGGC","Pacific/Guadalcanal"
"Santa Ana Airport","Santa Ana","Solomon Islands","NNB","AGGT","Pacific/Guadalcanal"
"Yandina Airport","Yandina","Solomon Islands","XYA","AGGY","Pacific/Guadalcanal"
"Batuna Airport","Batuna","Solomon Islands","BPF","AGBT","Pacific/Guadalcanal"
"Bartow Municipal Airport","Bartow","United States","BOW","KBOW","America/New_York"
"Sokerkino","Kostroma","Russia","KMW","UUBD","Europe/Moscow"
"Fitiuta Airport","Fiti\\'uta","American Samoa","FTI","NSFQ","Pacific/Pago_Pago"
"Ofu Airport","Ofu","American Samoa","OFU",NA,"Pacific/Pago_Pago"
"Livermore Municipal","Livermore","United States","LVK","KLVK","America/Los_Angeles"
"MariposaYosemite","Mariposa","United States","MPI","KMPI","America/Los_Angeles"
"Jungseok","Seogwipo","South Korea",NA,"RKPD","Asia/Seoul"
"Grootfontein","Grootfontein","Namibia","GFY","FYGF","Africa/Windhoek"
"Rundu","Rundu","Namibia","NDU","FYRU","Africa/Windhoek"
"Beppu Airport","Beppu","Japan","BPU",NA,"Asia/Tokyo"
"Heron Island","Heron Island","Australia","HRN",NA,"Australia/Brisbane"
"Lady Elliot Island","Lady Elliot Island","Australia","LYT",NA,"Australia/Brisbane"
"Orpheus Island","Orpheus Island","Australia","ORS",NA,"Australia/Brisbane"
"Paddington Station","London","United Kingdom","QQP",NA,"Europe/London"
"Tasiilaq","Angmagssalik","Greenland","AGM","BGAM","America/Godthab"
"Jacqueline Cochran Regional Airport","Palm Springs","United States","TRM","KTRM","America/Los_Angeles"
"Santa Monica Municipal Airport","Santa Monica","United States","SMO","KSMO","America/Los_Angeles"
"Bermuda Dunes Airport","Palm Springs","United States","UDD","KUDD","America/Los_Angeles"
"Scottsdale Airport","Scottsdale","United States","ZSY","KSDL","America/Phoenix"
"Olympia Regional Airpor","Olympia","United States","OLM","KOLM","America/Los_Angeles"
"Yolo County Airport","Davis-Woodland-Winters","United States","DWA","KDWA","America/Los_Angeles"
"Garfield County Regional Airport","Rifle","United States","RIL","KRIL","America/Denver"
"Shively Field Airport","SARATOGA","United States","SAA","KSAA","America/Denver"
"Dekalb-Peachtree Airport","Atlanta","United States","PDK","KPDK","America/New_York"
"Monroe County Airport","Bloomington","United States","BMG","KBMG","America/New_York"
"Witham Field Airport","Stuart","United States","SUA","KSUA","America/New_York"
"Morristown Municipal Airport","Morristown","United States","MMU","KMMU","America/New_York"
"Napa County Airport","Napa","United States","APC","KAPC","America/Los_Angeles"
"Brown Field Municipal Airport","San Diego","United States","SDM","KSDM","America/Los_Angeles"
"Wangen-Lachen","Wangen-Lachen","Switzerland",NA,"LSPV","Europe/Zurich"
"Pahokee Airport","Pahokee","United States","PHK",NA,"America/New_York"
"Venice Municipal","Venice","United States",NA,"KVNC","America/New_York"
"Pahokee","Pahokee","United States",NA,"KPHK","America/New_York"
"Kineshma","Kineshma","Russia","KIE",NA,"Europe/Moscow"
"Nezhitino","Nezhitino","Russia","NEZ",NA,"Europe/Moscow"
"Machu Pichu Airport","Machu Pichu","Peru","MFT",NA,"America/Lima"
"Panama City-NW Florida Bea.","Panama City","United States","ECP","KECP","America/Chicago"
"San Bernardino International Airport","San Bernardino","United States","SBD","KSBD","America/Los_Angeles"
"Valenca Airport","Valenca","Brazil","VAL","SNVB","America/Fortaleza"
"Dix Sept Rosado Airport","Mossoro","Brazil","MVF","SBMW","America/Fortaleza"
"Caruaru Airport","Caruaru","Brazil","CAU","SNRU","America/Fortaleza"
"Wake Island Afld","Wake island","Wake Island","AWK","PWAK","Pacific/Wake"
"Aeroclube de Nova Iguacu","Nova Iguacu","Brazil","QNV","SDNY","America/Sao_Paulo"
"Gare du Nord","Paris","France","XPG",NA,"Europe/Paris"
"Gare Montparnasse","Paris","France","XGB",NA,"Europe/Paris"
"Saint-Pierre-des-Corps","Tours","France","XSH",NA,"Europe/Paris"
"San Carlos Airport","San Carlos","United States","SQL","KSQL","America/Los_Angeles"
"Courtelary ","Courtelary ","Switzerland",NA,"LSZJ","Europe/Zurich"
"Koszalin - Zegrze Pomorskie Airport","Koszalin","Poland","OSZ","EPKO","Europe/Warsaw"
"Ntswi Island","Okavango Delta","Botswana",NA,"FBCO","Africa/Gaborone"
"Lelystad Airport","Lelystad","Netherlands","LEY",NA,"Europe/Amsterdam"
"Rocky Mount Wilson Regional Airport","Rocky Mount","United States","RWI","KRWI","America/New_York"
"Whittier Airport","Whittier","United States",NA,"PAWR","America/Anchorage"
"Soldotna Airport","Soldotna","United States","SXQ",NA,"America/Anchorage"
"Gillespie","El Cajon","United States","SEE","KSEE","America/Los_Angeles"
"San Clemente Island Nalf","San Clemente Island","United States",NA,"KNUC","America/Los_Angeles"
"Cotopaxi International Airport","Latacunga","Ecuador","LTX",NA,"America/Guayaquil"
"London St Pancras","London","United Kingdom","STP",NA,"Europe/London"
"Amsterdam Centraal","Amsterdam","Netherlands","ZYA",NA,"Europe/Amsterdam"
"Mammy Yoko Heliport","Freetown","Sierra Leone","JMY",NA,"Africa/Freetown"
"Phan Rang Airport","Phan Rang","Vietnam","PHA","VVPR","Asia/Saigon"
"Na-San Airport","Son-La","Vietnam","SQH","VVNS","Asia/Saigon"
"Truckee-Tahoe Airport","Truckee","United States","TKF","KTRK","America/Los_Angeles"
"Frejus Saint Raphael","Frejus","France","FRJ","LFTU","Europe/Paris"
"Geelong Airport","Geelong","Australia","GEX","YGLG","Australia/Hobart"
"Berlin Hauptbahnhof","Berlin","Germany","QPP",NA,"Europe/Berlin"
"Amsterdam Centraal","Amsterdam","Netherlands","ZYA",NA,"Europe/Amsterdam"
"Moultrie Municipal Airport","Moultrie","United States","MGR",NA,"America/New_York"
"Mezen","Mezen","Russia",NA,"ULAE","Europe/Moscow"
"Vaskovo","Arkhangelsk","Russia",NA,"ULAH","Europe/Moscow"
"Cobb County Airport-Mc Collum Field","Atlanta","United States","RYY","KRYY","America/New_York"
"Oneonta Municipal Airport","Oneonta","United States","ONH",NA,"America/New_York"
"Tulln ","Tulln","Austria",NA,"LOXT","Europe/Vienna"
"Wideawake Field","Georgetown Acension Island Santa Helena","United Kingdom","ASI",NA,"Atlantic/St_Helena"
"Dell Flight Strip","Dell","United States","4U9","K4U9","America/Denver"
"Mission Field Airport","Livingston-Montana","United States","LVM","KLVM","America/Denver"
"Kota Kinabalu Airport","Kota Kinabalu","Malaysia","ZWR",NA,"Africa/Lagos"
"Big Timber Airport","Big Timber","United States","6S0","K6S0","America/Denver"
"Tulip City Airport","Holland","United States","BIV","KBIV","America/New_York"
"London Heliport","London","United Kingdom",NA,"EGLW","Europe/London"
"San Nicolo Airport","Venice","Italy",NA,"LIPV","Europe/Rome"
"Tallinn Linnahall Heliport","Tallinn","Estonia",NA,"EECL","Europe/Tallinn"
"Hernesaari Heliport","Helsinki","Finland","HEN","EFHE","Europe/Helsinki"
"Linkenheim Airport","Linkenheim","Germany",NA,"EDRI","Europe/Berlin"
"Monument Valley Airport","Monument Valley","United States",NA,"UT25","America/Denver"
"Hilversum Airport","Hilversum","Netherlands",NA,"EHHV","Europe/Amsterdam"
"West 30th St. Heliport","New York","United States","JRA","KJRA","America/New_York"
"Texel Airport","Texel","Netherlands",NA,"EHTX","Europe/Amsterdam"
"La Cerdanya","Das i Fontanals de Cerdanya","Spain",NA,"LECD","Europe/Madrid"
"Lakeland Linder Regional Airport","Lakeland","United States","LAL","KLAL","America/New_York"
"Stary Oskol","Stary Oskol","Russia",NA,"UUOS","Europe/Moscow"
"Syangboche","Syangboche","Nepal","SYH","VNSB","Asia/Katmandu"
"Idlewild Intl","New York","United States","IDL","KIDL","America/New_York"
"Cheremshanka","Krasnoyarsk","Russia",NA,"UNKM","Asia/Krasnoyarsk"
"French Valley Airport","Murrieta-Temecula","United States","RBK","KF70","America/Los_Angeles"
"Fenosu","Oristano","Italy","FNU","LIER","Europe/Rome"
"White Waltham Airfield","Maidenhead","United Kingdom",NA,"EGLM","Europe/London"
"Mysore Airport","Mysore","India","MYQ","VOMY","Asia/Calcutta"
"Erie-Ottawa Regional Airport","Port Clinton","United States","PCW","KPCW","America/New_York"
"Dayton-Wright Brothers Airport","Dayton","United States","MGY","KMGY","America/New_York"
"Richmond Municipal Airport","Richmond","United States","RID","KRID","America/New_York"
"Findlay Airport","Findley","United States","FDY","KFDY","America/New_York"
"Niagara Falls Station","Niagara Falls","Canada",NA,"NIAG","America/New_York"
"Deputatsky","Deputatsky","Russia",NA,"UEVD","Asia/Vladivostok"
"Burlington Airpark","Burlington","Canada",NA,"CZBA","America/Toronto"
"Penneshaw Airport","Penneshaw","Australia","PEA","YPSH","Australia/Adelaide"
"Kaufbeuren BF","Kaufbeuren","Germany","KFX","KAUF","Europe/Berlin"
"Munich HBF","Munich","Germany","MUQ","MUNI","Europe/Berlin"
"Nurnberg HBF","Nurnberg","Germany","NUR","NURN","Europe/Berlin"
"Ebenhofen BF","Ebenhofen","Germany","EBE","EBEN","Europe/Berlin"
"Augsburg HBF","Augsburg","Germany","AUB","AUGS","Europe/Berlin"
"Biessenhofen BF","Biessenhofen","Germany","BIE","BIES","Europe/Berlin"
"Buchloe BF","Buchloe","Germany","BUH","BUCH","Europe/Berlin"
"Fussen BF","Fussen","Germany","FUX","FUSN","Europe/Berlin"
"Kempten HBF","Kempten","Germany","KEX","KEMP","Europe/Berlin"
"Aiome","Aiome","Papua New Guinea","AIE",NA,"Pacific/Port_Moresby"
"Simbai","Simbai","Papua New Guinea","SIM",NA,"Pacific/Port_Moresby"
"Ambunti","Ambunti","Papua New Guinea","AUJ",NA,"Pacific/Port_Moresby"
"Marktoberdorf BF","Marktoberdorf","Germany","OAL","MARK","Europe/Berlin"
"Marktoberdorf Schule","Marktoberdorf","Germany","MOS","MARO","Europe/Berlin"
"Essen HBF","Essen","Germany","ESX","ESSE","Europe/Berlin"
"Bochum HBF","Bochum","Germany","BOX","BOCH","Europe/Berlin"
"Koln HBF","Koln","Germany","KOX","KOLN","Europe/Berlin"
"Booker","Wycombe","United Kingdom",NA,"EGTB","Europe/London"
"Bembridge","Bembridge","United Kingdom","BBP","EGHJ","Europe/London"
"Kings County Municipal Airport","Waterville","Canada",NA,"CCW3","America/Halifax"
"Leuterschach BF","Leuterschach","Germany","LES","LEUT","Europe/Berlin"
"Black Hills Airport-Clyde Ice Field","Spearfish-South Dakota","United States","SPF","KSPF","America/Denver"
"Knokke-Heist Westkapelle Heliport","Knokke","Belgium","KNO","EBKW","Europe/Brussels"
"Redcliffe","Rothwell","Australia",NA,"YRED","Australia/Brisbane"
"Gdynia","Gdynia","Poland","QYD","EPOK","Europe/Warsaw"
"Malbork","Malbork","Poland",NA,"EPMB","Europe/Warsaw"
"Lask","Lask","Poland",NA,"EPLK","Europe/Warsaw"
"Miroslawiec","Miroslawiec","Poland",NA,"EPMI","Europe/Warsaw"
"Krzesiny","Poznan","Poland",NA,"EPKS","Europe/Warsaw"
"Olive Branch Muni","Olive Branch","United States","OLV","KOLV","America/Chicago"
"Vina Del Mar","Vina del Mar","Chile",NA,"SCVM","America/Santiago"
"Bangkok Intl closed","Bangkok","Thailand",NA,"BKKX","Asia/Bangkok"
"Brampton Airport","Brampton","Canada",NA,"CNC3","America/Toronto"
"Zonguldak","Zonguldak","Turkey","ONQ","LTAS","Europe/Istanbul"
"Rocky Mountain Metropolitan Airport","Broomfield-CO","United States","BJC","KBJC","America/Denver"
"McNary Field","Salem","United States","SLE","KSLE","America/Los_Angeles"
"Tunica Municipal Airport","Tunica","United States","UTM","KUTA","America/Chicago"
"Batken Airport","Batken","Kyrgyzstan",NA,"UA30","Asia/Bishkek"
"Kasaba Bay Airport","Kasaba Bay","Zambia","ZKB","FLKY","Africa/Lusaka"
"Lindau HBF","Lindau","Germany","LND","LIND","Europe/Berlin"
"Guardiamarina Zanartu Airport","Puerto Williams","Chile","WPU",NA,"America/Santiago"
"Volkel AB","Volkel","Netherlands","UDE",NA,"Europe/Amsterdam"
"Hoogeveen Airport","Hoogeveen","Netherlands",NA,"EHHO","Europe/Amsterdam"
"Teuge Airport","Deventer","Netherlands",NA,"EHTE","Europe/Amsterdam"
"Midden-Zeeland Airport","Middelburg","Netherlands",NA,"EHMZ","Europe/Amsterdam"
"Ameland Airport","Ameland","Netherlands",NA,"EHAL","Europe/Amsterdam"
"Saint-Cyr-l-Ecole Airport","Saint-Cyr","France",NA,"LFPZ","Europe/Paris"
"Lawrence J Timmerman Airport","Milwaukee","United States","MWC","KMWC","America/Chicago"
"Southern Wisconsin Regional Airport","Janesville","United States","JVL","KJVL","America/Chicago"
"Mantsonyane Airport","Mantsonyane","Lesotho",NA,"FXMN","Africa/Maseru"
"Hatfield","Hatfield","United Kingdom","HTF",NA,"Europe/London"
"Toronto Coach Terminal","Toronto","Canada",NA,"TRTO","America/Toronto"
"Montreal Central Bus Station","Montreal","Canada",NA,"MTRL","America/Toronto"
"Arlington Municipal","Arlington","United States","GKY","KGKY","America/Chicago"
"Gwinnett County Airport-Briscoe Field","Lawrenceville","United States","LZU","KLZU","America/New_York"
"Bowling Green-Warren County Regional Airport","Bowling Green","United States","BWG","KBWG","America/Chicago"
"Richard Lloyd Jones Jr Airport","Tulsa","United States","RVS","KRVS","America/Chicago"
"Krymsk","Novorossiysk","Russia","NOI",NA,"\N"
"Minhad HB","Minhad AB","United Arab Emirates","NHD","OMDM","Asia/Dubai"
"Kirovograd","Kirovograd","Ukraine","KGO","UKKG","Europe/Kiev"
"Roitzschjora Airport","Roitzschjora","Germany",NA,"EDAW","Europe/Berlin"
"Alalamain Intl.","Dabaa City","Egypt","DBB","HEAL","Africa/Cairo"
"Bryce Canyon","Bryce Canyon","United States","BCE","KBCE","America/Denver"
"Heidelberg","Heidelberg","Germany","HDB","EDIU","Europe/Berlin"
"Burlington-Alamance Regional Airport","Burlington","United States","BUY","KBUY","America/New_York"
"Chkalovsky Airport","Shchyolkovo","Russia","CKL","UUMU","Europe/Moscow"
"Tengchong Tuofeng Airport","Tengchong","China","TCZ","ZUTC","Asia/Chongqing"
"Belbek Sevastopol International Airport","Sevastopol","Ukraine","UKS","UKFB","Europe/Kiev"
"Berlin Brandenburg Willy Brandt","Berlin","Germany","BER","EDDB","Europe/Berlin"
"Paradise Island Seaplane Base","Nassau","Bahamas","WZY",NA,"America/Nassau"
"De Peel Air Base","Deurne","Netherlands",NA,"EHDP","Europe/Amsterdam"
"Camp Bastion ","Camp Bastion","Afghanistan",NA,"OAZI","Asia/Kabul"
"New Century AirCenter Airport","Olathe","United States","JCI","KIXD","America/Chicago"
"Easton-Newnam Field Airport","Easton","United States","ESN","KESN","America/New_York"
"Stafsberg Airport","Hamar","Norway","HMR","ENHA","Europe/Oslo"
"Ringebu Airport","Frya","Norway",NA,"ENRI","Europe/Oslo"
"Starmoen","Elverum","Norway",NA,"ENSM","Europe/Oslo"
"Ferry County Airport","Republic","United States","R49",NA,"America/Los_Angeles"
